show_id,type,title,date_added,release_year,rating,duration,duration_type
s7781,Movie,Power Rangers Super Samurai: Stuck on Christmas,1/1/2016,2012,TV-Y7,24,min
s7782,Movie,Power Rangers Super Samurai: Trickster Treat,1/1/2016,2012,TV-Y7,23,min
s7783,TV Show,Power Rangers Time Force,1/1/2016,2001,TV-Y7,1,Season
s7784,TV Show,Power Rangers Turbo,1/1/2016,1997,TV-Y7,1,Season
s7785,TV Show,Power Rangers Wild Force,1/1/2016,2002,TV-Y7,1,Season
s7786,TV Show,Power Rangers Zeo,1/1/2016,1996,TV-Y7,1,Season
s7787,TV Show,Power Rangers: Megaforce,1/1/2016,2013,TV-Y7,1,Season
s7788,Movie,Power Rangers: Megaforce: Raising Spirits,1/1/2016,2013,TV-Y7,24,min
s7789,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,1/1/2016,2013,TV-Y7,24,min
s7790,Movie,Prague,12/1/2017,2013,TV-MA,106,min
s7791,Movie,Prelude to War,3/31/2017,1942,TV-14,52,min
s7792,Movie,Premachi Goshta,2/15/2018,2013,TV-14,127,min
s7793,Movie,Prescription Thugs,4/15/2016,2015,NR,86,min
s7794,Movie,Primal Fear,12/1/2019,1996,R,131,min
s7795,Movie,Prince Charming,8/31/2018,1984,TV-14,93,min
s7796,TV Show,Prince Jai Aur Dumdaar Viru,10/18/2020,2017,TV-Y,1,Season
s7797,Movie,Princess Cyd,2/5/2018,2017,TV-MA,97,min
s7798,Movie,Professor Mack,8/6/2019,2018,TV-MA,84,min
s7799,TV Show,Prohibition: A Film by Ken Burns and Lynn Novick,2/22/2017,2011,TV-PG,1,Season
s7800,Movie,Prosecuting Evil: The Extraordinary World of Ben Ferencz,6/1/2019,2019,TV-MA,83,min
s7801,TV Show,Psiconautas,4/15/2018,2016,TV-MA,2,Seasons
s7802,Movie,Pukar,3/1/2018,2000,TV-14,165,min
s7803,Movie,Pulp Fiction,1/1/2019,1994,R,154,min
s7804,Movie,Punjab 1984,11/1/2017,2014,TV-14,158,min
s7805,Movie,Pusher,12/27/2017,2012,R,89,min
s7806,Movie,Pyaar Ka Punchnama,5/1/2017,2011,TV-14,149,min
s7807,TV Show,Pyaar Tune Kya Kiya,1-Jun-17,2014,TV-14,3,Seasons
s7808,Movie,Q Ball,3/11/2020,2019,TV-MA,96,min
s7809,TV Show,Qué pena tu serie,11/4/2016,2015,TV-MA,1,Season
s7810,Movie,Quantum of Solace,8/31/2020,2008,PG-13,106,min
s7811,TV Show,Queen of No Marriage,8/1/2016,2009,TV-MA,1,Season
s7812,Movie,Queen of the Desert,4/6/2019,2015,PG-13,128,min
s7813,TV Show,Queens of Comedy,5/1/2018,2017,TV-MA,1,Season
s7814,TV Show,Queens vs. Kings,10/25/2018,2018,TV-14,1,Season
s7815,Movie,R.L. Stine's Mostly Ghostly,8/1/2018,2008,PG,98,min
s7816,TV Show,Rab Se Sohna Isshq,6/1/2017,2012,TV-14,1,Season
s7817,Movie,Race to Witch Mountain,7/1/2019,2009,PG,99,min
s7818,Movie,Rachel Getting Married,9/1/2019,2008,R,113,min
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,4/12/2017,2013,TV-MA,71,min
s7820,Movie,Radiopetti,1/1/2017,2015,TV-PG,83,min
s7821,Movie,Raging Bull,10/1/2019,1980,R,129,min
s7822,Movie,Rahasya,3/1/2018,2015,TV-14,117,min
s7823,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,9/16/2016,2015,NR,93,min
s7824,Movie,Railroad Tigers,8/19/2017,2016,TV-14,124,min
s7825,Movie,Raja Hindustani,5/1/2017,1996,TV-14,177,min
s7826,Movie,Rajnigandha,12/31/2019,1974,TV-PG,104,min
s7827,Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,6/11/2019,2018,PG,113,min
s7828,Movie,Ram Teri Ganga Maili,12/31/2019,1985,TV-14,178,min
s7829,TV Show,Ramayan,4/1/2018,2012,TV-14,1,Season
s7830,Movie,Ramen Shop,7/31/2019,2018,TV-PG,90,min
s7831,Movie,Ramji Londonwaley,12/31/2019,2005,TV-14,154,min
s7832,Movie,Rampant,5/26/2019,2018,TV-MA,122,min
s7833,Movie,Ranbhool,3/15/2018,2010,TV-MA,115,min
s7834,Movie,Rangreza,8/1/2018,2017,TV-14,126,min
s7835,Movie,Rats,12/16/2016,2016,NR,88,min
s7836,TV Show,Razia Sultan,4/1/2017,2015,TV-14,1,Season
s7837,Movie,Reaction,6/20/2019,2011,TV-14,99,min
s7838,Movie,Ready,10/22/2017,2011,TV-PG,144,min
s7839,TV Show,Reality of Dream,7/31/2018,2015,TV-MA,1,Season
s7840,Movie,Rebel Without a Cause,11/1/2019,1955,PG-13,111,min
s7841,TV Show,Rebelde,12/31/2017,2004,TV-14,1,Season
s7842,Movie,Recall,6/25/2019,2018,TV-MA,73,min
s7843,TV Show,Rectify,3/4/2017,2016,TV-MA,4,Seasons
s7844,Movie,Red Christmas,12/11/2017,2016,TV-MA,81,min
s7845,Movie,Red Dawn,12/31/2019,1984,PG-13,114,min
s7846,Movie,Red Oleanders Raktokarobi,9/15/2018,2017,TV-14,112,min
s7847,Movie,Red Trees,3/24/2018,2017,TV-PG,80,min
s7848,TV Show,Red vs. Blue,NULL,2015,NR,13,Seasons
s7849,Movie,Refugee,3/10/2017,2016,TV-PG,24,min
s7850,Movie,Regatta,5/9/2019,2015,TV-MA,100,min
s7851,TV Show,Reggie Yates Outside Man,15-Dec-17,2017,TV-MA,2,Seasons
s7852,Movie,Reincarnated,6/13/2016,2012,R,96,min
s7853,Movie,Rembat,8/21/2017,2015,TV-PG,88,min
s7854,Movie,Remember,7/26/2018,2015,R,95,min
s7855,Movie,Remember Me,8/1/2020,2010,PG-13,112,min
s7856,Movie,Rememory,6/1/2020,2017,PG-13,112,min
s7857,TV Show,Republic of Doyle,5/28/2020,2014,TV-14,6,Seasons
s7858,Movie,Resident Evil: Afterlife,1/1/2020,2010,R,97,min
s7859,Movie,Residente,1/1/2018,2017,TV-MA,97,min
s7860,Movie,Restless Creature: Wendy Whelan,9/26/2017,2016,TV-MA,94,min
s7861,Movie,Return To The 36th Chamber,8/16/2018,1980,R,97,min
s7862,Movie,Revelations,3/1/2017,2016,NR,118,min
s7863,TV Show,Revenge,5/2/2019,2017,TV-MA,1,Season
s7864,Movie,Revenge of the Green Dragons,7/21/2018,2014,R,95,min
s7865,TV Show,Revolting Rhymes,2/1/2018,2017,TV-PG,1,Season
s7866,Movie,Revolutionary Road,11/1/2019,2008,R,120,min
s7867,Movie,Rezeta,12/3/2016,2012,NR,84,min
s7868,TV Show,"Rica, Famosa, Latina",4/26/2019,2016,TV-MA,4,Seasons
s7869,Movie,Righteous Kill,6/1/2019,2008,R,101,min
s7870,Movie,Ringan,5/1/2018,2015,TV-14,103,min
s7871,TV Show,Ripper Street,9/8/2017,2017,TV-MA,5,Seasons
s7872,Movie,Rise of the Zombie,12/15/2017,2013,TV-MA,83,min
s7873,TV Show,Rishta.com,3/15/2018,2010,TV-14,1,Season
s7874,Movie,Rivaaz,11/1/2017,2011,TV-MA,107,min
s7875,Movie,Road to Sangam,12/31/2019,2010,TV-14,136,min
s7876,Movie,Road to Yesterday,7/1/2016,2015,TV-14,96,min
s7877,Movie,Roberto Saviano: Writing Under Police Protection,5/1/2018,2016,TV-14,45,min
s7878,Movie,Robin Hood: The Rebellion,5/1/2019,2018,TV-14,92,min
s7879,TV Show,Robotech,10/1/2016,1985,TV-MA,1,Season
s7880,Movie,Rocky,8/1/2019,1976,PG,120,min
s7881,Movie,Rocky II,8/1/2019,1979,PG,119,min
s7882,Movie,Rocky III,8/1/2019,1982,PG,100,min
s7883,Movie,Rocky IV,8/1/2019,1985,PG,92,min
s7884,Movie,Rocky V,8/1/2019,1990,PG-13,104,min
s7885,Movie,Roger Corman's Death Race 2050,1/17/2017,2017,R,93,min
s7886,Movie,Roh's Beauty,4/19/2019,2014,TV-MA,98,min
s7887,Movie,Roll Red Roll,8/8/2019,2018,TV-MA,80,min
s7888,Movie,Rolling Papers,9/8/2017,2015,TV-MA,79,min
s7889,Movie,Romeo Ranjha,11/1/2017,2014,TV-14,122,min
s7890,Movie,Room,7/19/2018,2015,R,118,min
s7891,Movie,Room for Rent,3/1/2019,2017,TV-MA,89,min
s7892,Movie,Room on the Broom,7/1/2019,2012,TV-Y7,26,min
s7893,TV Show,Roonpi Secret Love,6/21/2019,2016,TV-14,3,Seasons
s7894,Movie,Roots,11/1/2017,2016,TV-PG,62,min
s7895,Movie,Rosemary's Baby,11/1/2019,1968,R,137,min
s7896,Movie,Rounders,11/1/2019,1998,R,121,min
s7897,TV Show,Royal Pains,18-May-17,2016,TV-PG,8,Seasons
s7898,TV Show,Rubi,12/31/2017,2004,TV-PG,1,Season
s7899,Movie,Rukh,4/1/2018,2017,TV-MA,103,min
s7900,Movie,Rumble,9/15/2017,2016,TV-MA,92,min
s7901,Movie,Rumble in the Bronx,11/1/2019,1995,R,89,min
s7902,Movie,Rumor Has It,8/1/2019,2005,PG-13,97,min
s7903,Movie,Run,3/1/2018,2004,TV-14,134,min
s7904,Movie,Runaway Bride,12/1/2020,1999,PG,116,min
s7905,Movie,Running for Grace,6/19/2019,2018,TV-14,110,min
s7906,Movie,Running Out Of Time,8/1/2019,2018,TV-14,88,min
s7907,TV Show,Rurouni Kenshin,1-Jan-20,1998,TV-14,3,Seasons
s7908,Movie,Russell Madness,5/10/2015,2015,PG,93,min
s7909,TV Show,Russell Peters vs. the World,10/14/2013,2013,NR,1,Season
s7910,Movie,Russell Peters: Notorious,10/14/2013,2013,NR,72,min
s7911,Movie,Rustom,1/6/2017,2016,TV-14,141,min
s7912,Movie,S Is for Stanley,6/15/2017,2016,TV-MA,82,min
s7913,Movie,S.W.A.T.,1/1/2021,2003,PG-13,117,min
s7914,Movie,Saath Saath,12/31/2019,1982,TV-14,118,min
s7915,Movie,Sacro GRA,3/21/2017,2013,TV-MA,91,min
s7916,Movie,Sadece Sen,3/10/2017,2014,TV-MA,105,min
s7917,Movie,Sadie's Last Days on Earth,8/22/2017,2016,TV-14,94,min
s7918,Movie,Sadma,12/31/2019,1983,TV-14,137,min
s7919,TV Show,Sadqay Tumhare,12/15/2016,2014,TV-PG,1,Season
s7920,Movie,Saeed Mirza: The Leftist Sufi,5/1/2017,2016,TV-MA,61,min
s7921,Movie,Safety Not Guaranteed,8/13/2020,2012,R,86,min
s7922,Movie,Saheb Bibi Golaam,1/1/2017,2016,TV-MA,118,min
s7923,Movie,Sairat,4/1/2018,2016,TV-14,173,min
s7924,Movie,Sakhi,2/15/2018,2007,TV-PG,152,min
s7925,Movie,Salem: His Sister's Father,6/22/2019,2014,TV-14,99,min
s7926,Movie,Samantaral,9/15/2018,2017,TV-MA,110,min
s7927,Movie,Samarppanam,3/1/2018,2017,TV-PG,116,min
s7928,Movie,Sameer Abu Alneel,6/6/2019,2013,TV-14,107,min
s7929,Movie,Samson,12/14/2018,2018,PG-13,109,min
s7930,Movie,Samudri Lootere,6/18/2019,2018,TV-Y,65,min
s7931,Movie,San Pietro,3/31/2017,1945,TV-14,32,min
s7932,Movie,Sanai Choughade,1/1/2018,2008,TV-14,122,min
s7933,Movie,Sangam,12/31/2019,1964,TV-14,228,min
s7934,Movie,Santa Claws,11/17/2017,2014,TV-PG,86,min
s7935,Movie,Santa's Apprentice,12/20/2015,2010,TV-G,72,min
s7936,Movie,Sarah's Key,9/21/2019,2010,PG-13,102,min
s7937,Movie,Sardaar ji,12/1/2017,2015,TV-14,140,min
s7938,Movie,Sardaarji 2,10/15/2017,2016,TV-PG,145,min
s7939,Movie,Sarivar Sari,2/15/2018,2005,TV-14,126,min
s7940,Movie,Sarvopari Palakkaran,7/1/2018,2017,TV-14,133,min
s7941,Movie,Sat Sri Akal,1/30/2019,2008,TV-14,141,min
s7942,Movie,Satan & Adam,6/1/2019,2018,TV-MA,78,min
s7943,TV Show,Satrangi,4/1/2017,2014,TV-PG,1,Season
s7944,Movie,Satrangi Re,3/15/2018,2012,TV-14,150,min
s7945,Movie,Satte Pe Satta,12/31/2019,1982,TV-14,153,min
s7946,Movie,Saturday Church,10/6/2020,2017,TV-MA,83,min
s7947,Movie,Savage Dog,11/1/2017,2017,TV-MA,95,min
s7948,Movie,Savage Raghda,6/13/2019,2018,TV-MA,93,min
s7949,TV Show,Save Our Shelter,8/18/2018,2015,TV-G,1,Season
s7950,Movie,Saving Mr. Banks,3/2/2019,2013,PG-13,126,min
s7951,Movie,Saving Zoë,1/15/2020,2019,R,95,min
s7952,Movie,Say When,7/19/2018,2014,R,99,min
s7953,Movie,Scales: Mermaids Are Real,1/23/2020,2017,PG,93,min
s7954,TV Show,Scandal,19-May-18,2018,TV-14,7,Seasons
s7955,Movie,Scandal in Sorrento,11/13/2020,1955,TV-PG,93,min
s7956,Movie,Scary Movie,1/1/2020,2000,R,88,min
s7957,Movie,Scary Movie 5,8/12/2020,2013,PG-13,88,min
s7958,Movie,Schindler's List,4/1/2018,1993,R,195,min
s7959,Movie,School Daze,11/1/2020,1988,R,120,min
s7960,Movie,Scooby-Doo on Zombie Island,12/15/2019,1998,TV-PG,77,min
s7961,Movie,Scott Pilgrim vs. the World,9/16/2018,2010,PG-13,112,min
s7962,Movie,Scream 2,10/1/2019,1997,R,121,min
s7963,Movie,Scream 3,7/1/2019,2000,R,117,min
s7964,Movie,Seal Team Six: The Raid on Osama Bin Laden,1/1/2020,2012,TV-MA,90,min
s7965,Movie,Searching for Bobby Fischer,12/7/2020,1993,PG,110,min
s7966,Movie,Searching for Sugar Man,12/1/2019,2012,PG-13,86,min
s7967,Movie,Season of the Witch,4/26/2019,2011,PG-13,95,min
s7968,Movie,Secret,7/1/2018,2007,TV-PG,101,min
s7969,TV Show,Secret Affair,5/22/2017,2014,TV-14,1,Season
s7970,Movie,Secret in Their Eyes,4/1/2018,2015,PG-13,111,min
s7971,Movie,Secrets of Althorp - The Spencers,4/22/2017,2013,TV-PG,54,min
s7972,Movie,Secrets of Chatsworth,2/22/2017,2013,TV-PG,54,min
s7973,Movie,Secrets of Henry VIII's Palace: Hampton Court,2/22/2017,2013,TV-PG,54,min
s7974,Movie,Secrets of Her Majesty's Secret Service,2/22/2017,2014,TV-PG,55,min
s7975,Movie,Secrets of Highclere Castle,2/22/2017,2013,TV-PG,54,min
s7976,Movie,Secrets of Scotland Yard,4/22/2017,2013,TV-14,55,min
s7977,Movie,Secrets of Selfridges,4/22/2017,2014,TV-PG,55,min
s7978,Movie,Secrets of the Tower of London,2/22/2017,2013,TV-PG,55,min
s7979,Movie,Secrets of Underground London,4/22/2017,2014,TV-PG,55,min
s7980,Movie,Secrets of Westminster,4/22/2017,2014,TV-PG,55,min
s7981,Movie,Sen Kimsin?,3/10/2017,2012,TV-14,102,min
s7982,Movie,Senna,10/1/2019,2010,PG-13,106,min
s7983,TV Show,Sensitive Skin,1-Dec-19,2016,TV-MA,1,Season
s7984,Movie,"Septiembre, un llanto en silencio",3/10/2018,2017,TV-MA,69,min
s7985,TV Show,Servant of the People,3/1/2017,2015,TV-14,1,Season
s7986,Movie,Set Up,1/10/2020,2011,R,85,min
s7987,Movie,Sex and the City 2,1/1/2021,2010,R,146,min
s7988,Movie,Sex and the City: The Movie,1/1/2021,2008,R,145,min
s7989,Movie,Sex Doll,7/10/2017,2016,UR,103,min
s7990,Movie,"Sexo, Pudor y Lagrimas",12/15/2017,1999,R,111,min
s7991,Movie,SGT. Will Gardner,5/19/2019,2019,TV-MA,125,min
s7992,TV Show,Shadow of Truth,1/27/2017,2016,TV-MA,1,Season
s7993,Movie,Shahanpan Dega Deva,1/1/2018,2011,TV-14,115,min
s7994,TV Show,Shaka Zulu,1/10/2019,1986,TV-14,1,Season
s7995,Movie,Shakti: The Power,3/1/2018,2002,TV-MA,168,min
s7996,Movie,Shanghai,3/1/2018,2012,TV-14,109,min
s7997,Movie,Shararat,3/1/2018,2002,TV-PG,148,min
s7998,Movie,Shark Busters,8/16/2018,2002,TV-14,92,min
s7999,Movie,Shark Night,11/2/2019,2011,PG-13,91,min
s8000,Movie,Shaurya: It Takes Courage to Make Right... Right,3/1/2018,2008,TV-14,135,min
s8001,Movie,She Did That,2/4/2020,2019,TV-PG,71,min
s8002,Movie,Shelter,12/29/2017,2010,R,112,min
s8003,TV Show,Sherlock,5/15/2017,2017,TV-14,4,Seasons
s8004,Movie,Sherlock Holmes,1/1/2021,2009,PG-13,128,min
s8005,Movie,Shiva,12/31/2019,1990,TV-MA,168,min
s8006,Movie,Shopkins: Chef Club,11/15/2018,2016,TV-Y,45,min
s8007,Movie,Shopkins: Wild,11/15/2018,2018,TV-Y,75,min
s8008,Movie,Shopkins: World Vacation,11/15/2018,2017,TV-Y,71,min
s8009,Movie,Shorgul,10/30/2018,2016,TV-14,122,min
s8010,Movie,Short Term 12,7/18/2019,2013,R,97,min
s8011,Movie,Shorts,7/1/2019,2009,PG,89,min
s8012,Movie,SHOT! The Psycho-Spiritual Mantra of Rock,8/10/2017,2016,TV-MA,98,min
s8013,Movie,Shuddhi,3/1/2018,2017,TV-14,115,min
s8014,Movie,Shutter,9/5/2018,2004,TV-MA,96,min
s8015,Movie,Sicilian Ghost Story,7/6/2019,2017,TV-MA,119,min
s8016,TV Show,Sid the Science Kid,3/31/2020,2008,TV-Y,1,Season
s8017,Movie,Siddhant,10/30/2018,2014,TV-G,105,min
s8018,Movie,Silencer,12/3/2018,2018,TV-MA,88,min
s8019,Movie,Silent Hill: Revelation,12/13/2019,2012,R,94,min
s8020,Movie,Silicon Cowboys,4/1/2017,2016,TV-PG,77,min
s8021,TV Show,Silver Spoon,9/15/2017,2015,TV-MA,2,Seasons
s8022,TV Show,Sin senos no hay paraíso,5/15/2017,2008,TV-14,1,Season
s8023,TV Show,Sin Senos sí Hay Paraíso,11-Jan-19,2018,TV-MA,3,Seasons
s8024,Movie,Singh Saab the Great,7/15/2017,2013,TV-14,143,min
s8025,Movie,Single,9/28/2018,2015,TV-PG,127,min
s8026,Movie,Singularity,6/1/2018,2017,PG-13,92,min
s8027,Movie,Sinister Circle,10/1/2019,2017,TV-MA,87,min
s8028,Movie,Siren,1/1/2020,2016,TV-MA,83,min
s8029,Movie,Sister Code,2/14/2016,2015,R,95,min
s8030,Movie,Skin Trade,12/17/2018,2014,R,96,min
s8031,TV Show,Skin Wars,10/1/2016,2016,TV-14,3,Seasons
s8032,TV Show,Skin Wars: Fresh Paint,12/15/2018,2016,TV-14,1,Season
s8033,Movie,Skiptrace,7/4/2019,2016,PG-13,107,min
s8034,Movie,Sky on Fire,8/5/2017,2016,TV-MA,100,min
s8035,Movie,Skydancers,6/27/2018,2014,TV-G,49,min
s8036,Movie,Skyline,1/16/2019,2010,PG-13,94,min
s8037,Movie,Sleeping with Other People,10/2/2017,2015,R,101,min
s8038,Movie,Sleepover,3/1/2020,2004,PG,89,min
s8039,Movie,Sling Blade,11/1/2019,1996,R,135,min
s8040,Movie,Sliver,1/1/2020,1993,R,107,min
s8041,TV Show,Slobby's World,12/31/2018,2018,TV-MA,1,Season
s8042,Movie,Slow West,7/26/2018,2015,R,84,min
s8043,Movie,Small Soldiers,6/1/2019,1998,PG-13,110,min
s8044,Movie,Smart People,7/12/2019,2008,R,95,min
s8045,Movie,Smash: Motorized Mayhem,5/15/2017,2017,TV-MA,66,min
s8046,Movie,SMOSH: The Movie,9/22/2015,2015,PG-13,83,min
s8047,Movie,Sniper: Special Ops,1/10/2020,2016,R,86,min
s8048,Movie,Socha Na Tha,7/1/2018,2005,TV-14,137,min
s8049,Movie,Social Animals,3/19/2019,2018,TV-MA,87,min
s8050,Movie,Soekarno,1/5/2019,2013,TV-MA,142,min
s8051,Movie,Solo Con Tu Pareja,9/1/2018,1991,NR,94,min
s8052,Movie,Solo: A Star Wars Story,1/9/2019,2018,PG-13,135,min
s8053,Movie,Solo: A Star Wars Story (Spanish Version),1/9/2019,2018,PG-13,135,min
s8054,Movie,Solomon Kane,2/15/2018,2009,R,104,min
s8055,Movie,Some Freaks,12/18/2017,2017,TV-MA,97,min
s8056,Movie,Something's Gotta Give,8/1/2019,2003,PG-13,128,min
s8057,Movie,Son of a Gun,7/19/2018,2014,R,109,min
s8058,Movie,Sons of Ben,12/10/2016,2016,NR,73,min
s8059,TV Show,Sotus The Series,5/25/2019,2016,TV-MA,1,Season
s8060,Movie,Soul Surfer,5/17/2020,2011,PG,106,min
s8061,Movie,Soul to Keep,7/1/2019,2019,TV-MA,94,min
s8062,Movie,Sour Grapes,11/18/2016,2016,NR,85,min
s8063,TV Show,Space Racers,3/31/2020,2014,TV-Y,1,Season
s8064,Movie,Sparkle,11/1/2019,1976,PG,98,min
s8065,TV Show,Spartacus,1-Feb-15,2013,TV-MA,4,Seasons
s8066,Movie,Speech & Debate,7/6/2017,2017,PG-13,96,min
s8067,Movie,Speed Is My Need,1/9/2020,2019,TV-14,75,min
s8068,Movie,Spider-Man 3,11/1/2019,2007,PG-13,139,min
s8069,Movie,Spider-Man: Into the Spider-Verse,6/26/2019,2018,PG,117,min
s8070,Movie,Spitfire: The Plane that Saved the World,11/1/2019,2018,TV-14,95,min
s8071,TV Show,Splash and Bubbles,13-Aug-18,2018,TV-Y,2,Seasons
s8072,Movie,Spotlight,7/22/2020,2015,R,129,min
s8073,Movie,Spring Breakers,1/10/2021,2012,R,94,min
s8074,Movie,Sprinter,4/15/2020,2018,TV-MA,112,min
s8075,Movie,Spy Kids,4/1/2019,2001,PG,88,min
s8076,Movie,Spy Kids 2: The Island of Lost Dreams,3/8/2019,2002,PG,100,min
s8077,Movie,Spy Kids 3: Game Over,4/1/2019,2003,PG,83,min
s8078,Movie,Spy Time,6/1/2016,2015,TV-MA,93,min
s8079,Movie,St. Agatha,8/8/2019,2018,TV-MA,103,min
s8080,Movie,Staged Killer,6/28/2019,2019,TV-14,88,min
s8081,Movie,Standoff,12/11/2018,2015,R,86,min
s8082,Movie,Star Men,2/5/2017,2015,TV-14,88,min
s8083,Movie,Star Wars: Episode VIII: The Last Jedi,6/26/2018,2017,PG-13,152,min
s8084,TV Show,Star-Crossed,4/16/2015,2014,TV-14,1,Season
s8085,Movie,Starred Up,8/29/2019,2013,TV-MA,106,min
s8086,TV Show,Station Horizon,9/1/2016,2015,TV-MA,1,Season
s8087,Movie,Stealing History,7/1/2016,2006,TV-PG,52,min
s8088,Movie,Step Brothers,11/1/2019,2008,R,98,min
s8089,Movie,Step Outside,6/6/2019,2018,TV-14,89,min
s8090,Movie,Stephanie,9/1/2018,2017,R,86,min
s8091,Movie,Sthaniya Sambaad,3/15/2018,2010,TV-14,106,min
s8092,Movie,Still,9/14/2018,2010,TV-MA,100,min
s8093,Movie,Stink!,11/1/2018,2015,TV-PG,91,min
s8094,TV Show,Stoked,12/16/2017,2010,TV-PG,1,Season
s8095,TV Show,Stone Age,7/1/2019,2017,TV-Y7,1,Season
s8096,Movie,Stonehearst Asylum,9/8/2017,2014,PG-13,113,min
s8097,Movie,Stop at Nothing: The Lance Armstrong Story,2/15/2015,2014,NR,100,min
s8098,TV Show,Storage Wars: Northern Treasures,7/22/2019,2015,TV-MA,1,Season
s8099,Movie,Story of an Egg,10/15/2017,2017,TV-PG,132,min
s8100,Movie,Straight Up,6/26/2020,2020,TV-MA,96,min
s8101,Movie,Strange but True,8/30/2020,2019,PG-13,96,min
s8102,Movie,Stranger than Fiction,10/1/2020,2006,PG-13,113,min
s8103,TV Show,Strawberry Shortcake: Berry Bitty Adventures,1/1/2016,2015,TV-Y,1,Season
s8104,Movie,Strictly Ballroom,1/1/2020,1992,PG,95,min
s8105,Movie,Strike a Pose,4/7/2017,2016,TV-MA,85,min
s8106,Movie,Stripes,9/1/2019,1981,R,106,min
s8107,Movie,Striptease,1/1/2021,1996,R,117,min
s8108,TV Show,Strong Girl Bong-soon,11/24/2019,2017,TV-14,1,Season
s8109,Movie,Stronger Than the World,2/11/2017,2016,NR,123,min
s8110,TV Show,Strongland,1/18/2019,2018,TV-PG,1,Season
s8111,Movie,Stuart Little 2,1/1/2020,2002,PG,78,min
s8112,Movie,Submission,11/11/2019,2019,TV-MA,95,min
s8113,Movie,Suburra,10/14/2015,2015,NR,135,min
s8114,Movie,Suckseed,9/5/2018,2011,TV-MA,130,min
s8115,Movie,Sudani from Nigeria,8/1/2018,2018,TV-14,115,min
s8116,Movie,Suicide (Hitabdut),7/1/2016,2014,TV-MA,114,min
s8117,Movie,Suite Française,6/5/2017,2014,TV-MA,107,min
s8118,TV Show,Suits,12/1/2019,2018,TV-MA,1,Season
s8119,Movie,Summer Night,3/19/2020,2019,TV-MA,93,min
s8120,Movie,Summer of '92,7/10/2016,2015,TV-MA,94,min
s8121,Movie,Sunrise,3/15/2017,2014,TV-MA,85,min
s8122,TV Show,Super Bheem,6/28/2019,2019,TV-Y,1,Season
s8123,Movie,Super Bheem Bana Vajraveer,6/18/2019,2018,TV-Y7,63,min
s8124,Movie,Super Dark Times,1/1/2018,2017,TV-MA,104,min
s8125,Movie,Super Nani,3/1/2018,2014,TV-PG,127,min
s8126,TV Show,Super Wings,12/1/2020,2020,TV-Y,3,Seasons
s8127,Movie,Superbad,1/1/2021,2007,R,113,min
s8128,Movie,Superfly,11/1/2019,1972,R,91,min
s8129,Movie,Superman Returns,10/1/2019,2006,PG-13,154,min
s8130,TV Show,SuperNature: Wild Flyers,3/1/2017,2016,TV-PG,1,Season
s8131,Movie,Superstar,11/20/2019,1999,PG-13,82,min
s8132,Movie,Surat Dari Praha,10/9/2018,2016,TV-14,98,min
s8133,TV Show,Surviving R. Kelly Part II: The Reckoning,4/13/2020,2020,TV-MA,1,Season
s8134,Movie,Survivors Guide to Prison,5/24/2018,2017,TV-MA,103,min
s8135,Movie,Susanne Bartsch: On Top,12/10/2018,2017,TV-MA,86,min
s8136,Movie,Sustainable,3/1/2017,2016,TV-G,92,min
s8137,Movie,Swami,12/31/2019,1977,TV-PG,123,min
s8138,TV Show,Swami Baba Ramdev: The Untold Story,5/1/2018,2018,TV-14,1,Season
s8139,Movie,Sweeney Todd: The Demon Barber of Fleet Street,1/1/2020,2007,R,116,min
s8140,Movie,Sweet Virginia,12/1/2019,2017,R,93,min
s8141,Movie,Swiss Army Man,1/30/2019,2016,R,97,min
s8142,Movie,Sword Master,6/10/2017,2016,TV-MA,108,min
s8143,Movie,Sword Masters: Two Champions of Shaolin,8/16/2018,1980,R,101,min
s8144,TV Show,Sym-Bionic Titan,12/15/2019,2010,TV-PG,1,Season
s8145,Movie,Taal,3/1/2018,1999,TV-PG,177,min
s8146,Movie,Tahaan,7/15/2018,2008,TV-14,95,min
s8147,Movie,Take Me Home Tonight,5/16/2019,2011,R,97,min
s8148,TV Show,Taken,12-Jan-19,2018,TV-14,2,Seasons
s8149,TV Show,Tales of the City (1993),6/28/2019,1993,TV-MA,1,Season
s8150,Movie,Tamanchey,10/15/2017,2014,TV-MA,111,min
s8151,Movie,Tarif de nuit,3/1/2018,2015,TV-MA,81,min
s8152,Movie,Tarzan,6/23/2018,1999,G,89,min
s8153,Movie,Tarzan 2,6/23/2017,2005,G,72,min
s8154,Movie,Tattah,5/9/2019,2013,TV-14,112,min
s8155,Movie,Tayo the Little Bus Movie: Mission Ace,7/1/2019,2016,TV-Y7,48,min
s8156,Movie,Teach Us All,9/25/2017,2017,TV-14,81,min
s8157,Movie,Teen Patti,3/1/2018,2010,TV-PG,137,min
s8158,Movie,Teenage Cocktail,1/15/2017,2016,TV-MA,89,min
s8159,Movie,Teenage Mutant Ninja Turtles,5/1/2019,2007,PG,87,min
s8160,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1/1/2020,1991,PG,88,min
